Review Text,stemming,tokens,weights,total_score,Sentimen
"dear dev, can you fix the bug loggin, i try everything to login but still the game said ""too many request bla bla bla"" i try login with Facebook or X (Twitter) and even use VPN its still same cant login the game, i just wanna link my account to gmail so it's gonna ez to login, can u fix it right now, i try so many things except uninstall and install again i dont wanna redownload again cuz its gonna take so long time, pls dev fixed right now",dear dev can you fix the bug loggin try everything login but still the said too many request bla bla bla try login with facebook twitter and even use vpn its still same cant login the just wan na link my account gmail sok its gon na ez login can lu fix right now try sok many things except uninstall and install again dont wan na redownload again cuz its gon na take sok long time pls dev fixed right now,"['dear', 'dev', 'can', 'you', 'fix', 'the', 'bug', 'loggin', 'try', 'everything', 'login', 'but', 'still', 'the', 'said', 'too', 'many', 'request', 'bla', 'bla', 'bla', 'try', 'login', 'with', 'facebook', 'twitter', 'and', 'even', 'use', 'vpn', 'its', 'still', 'same', 'cant', 'login', 'the', 'just', 'wan', 'na', 'link', 'my', 'account', 'gmail', 'sok', 'its', 'gon', 'na', 'ez', 'login', 'can', 'lu', 'fix', 'right', 'now', 'try', 'sok', 'many', 'things', 'except', 'uninstall', 'and', 'install', 'again', 'dont', 'wan', 'na', 'redownload', 'again', 'cuz', 'its', 'gon', 'na', 'take', 'sok', 'long', 'time', 'pls', 'dev', 'fixed', 'right', 'now']","[2, 0, 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0]",-14,Negative
"untuk saat ini sangat bagus gamenya , tapi saya berharap kedepannya ada konten end game baru , supaya ketika konten habis masih ada yang bisa dikerjakan terima kasih",bagus harap depan konten end konten habis terima kasih,"['bagus', 'harap', 'depan', 'konten', 'end', 'konten', 'habis', 'terima', 'kasih']","[5, -3, 0, 0, 0, 0, -3, 2, 1]",2,Positive
"Saya menunggu versi 2.0, semoga tidak mengecewakan 👋",tunggu versi moga tidak kecewa,"['tunggu', 'versi', 'moga', 'tidak', 'kecewa']","[-2, 0, 1, -5, 0]",-6,Negative
"saya mengalami bug di battle game yaitu pergerakannya berulang kali seperti stuck, device rog 6",alami bug battle gera ulang stuck device rog,"['alami', 'bug', 'battle', 'gera', 'ulang', 'stuck', 'device', 'rog']","[-3, -5, 0, 0, 0, -4, 0, 0]",-12,Negative
dari segi gameplay bagus tapi tolong di perbaikii permasalahan frame drop sama freeze nya,segi gameplay bagus tolong perbaikii masalah frame drop freeze,"['segi', 'gameplay', 'bagus', 'tolong', 'perbaikii', 'masalah', 'frame', 'drop', 'freeze']","[-4, 2, 5, -2, 0, -4, -4, -3, -5]",-15,Negative
"game nya bagus, terlalu bagus sehingga kurang cocok untuk device ringan kayak aku 🥲",bagus bagus kurang cocok device ringan,"['bagus', 'bagus', 'kurang', 'cocok', 'device', 'ringan']","[5, 5, -4, -3, 0, -1]",2,Positive
mantabb,mantab,['mantab'],[0],0,Positive
mekanik combat nya bagus padahal baru patch 1.6 udah bagus aja diharapkan lebih bagus kedepannya lagi...,mekanik combat bagus patch bagus harap bagus depan,"['mekanik', 'combat', 'bagus', 'patch', 'bagus', 'harap', 'bagus', 'depan']","[0, 0, 5, 0, 5, -3, 5, 0]",12,Positive
"saya pake Poco x7 Pro aman² bae rata kanan, mulus kek paha mantan..",pakai poco pro aman bae rata kanan mulus paha mantan,"['pakai', 'poco', 'pro', 'aman', 'bae', 'rata', 'kanan', 'mulus', 'paha', 'mantan']","[0, 0, 0, 2, 0, -4, 0, -5, 0, -3]",-10,Negative
serius rating umurnya 12?🤣🤣🤣,serius rating umur,"['serius', 'rating', 'umur']","[-5, 0, -2]",-7,Negative
Tolong banget ini mah story utama bisa di stop. Gk bisa ngerjain quest yg lain jadinya.,tolong mah story utama stop tidak ngerjain quest,"['tolong', 'mah', 'story', 'utama', 'stop', 'tidak', 'ngerjain', 'quest']","[-2, 0, 5, 0, -3, -5, -2, 0]",-7,Negative
"story nya bagus, tapi renderingnya masih kurang tajem, kali pas patc 1.7 renderingnya di naikin sedikit 🗿🗿🗿",story bagus renderingnya kurang tajem pas patc renderingnya naikin,"['story', 'bagus', 'renderingnya', 'kurang', 'tajem', 'pas', 'patc', 'renderingnya', 'naikin']","[5, 5, 0, -4, 0, 3, 0, 0, 0]",9,Positive
"Bagus gamenya,banyak bansos juga, tapi apa gunanya banyak bansos kalo gachanya ampas banget masa gw dari awal main 1.2 Ampe sekarang GK pernah menang rate off 4 banner yg gw gacha kalah semua🥲, kalo bisa naikin rate banner agen nya dong dikit juga gpp biar GK ampas"" banget dan bikin betah main🙏",bagus gamenyabanyak bansos guna bansos gachanya ampas tidak menang rate off banner gacha kalah naikin rate banner agen dikit tidak apa biar tidak ampas bikin betah,"['bagus', 'gamenyabanyak', 'bansos', 'guna', 'bansos', 'gachanya', 'ampas', 'tidak', 'menang', 'rate', 'off', 'banner', 'gacha', 'kalah', 'naikin', 'rate', 'banner', 'agen', 'dikit', 'tidak', 'apa', 'biar', 'tidak', 'ampas', 'bikin', 'betah']","[5, 0, -1, 1, -1, 0, -3, -5, -5, -2, 0, 0, -3, -4, 0, -2, 0, -3, -4, -5, -3, -3, -5, -3, 0, 0]",-46,Negative
"game bagus , bansos banyak , gachanya bkin stres (soft pity mlu jir, mana kalah 4 in a row)",bagus bansos gachanya bikin stres soft pity melulu jir kalah row,"['bagus', 'bansos', 'gachanya', 'bikin', 'stres', 'soft', 'pity', 'melulu', 'jir', 'kalah', 'row']","[5, -1, 0, 0, -4, 0, 0, -3, -3, -4, 0]",-10,Negative
plss rerun Miyabi😞,plss rerun miyabi,"['plss', 'rerun', 'miyabi']","[0, 0, 0]",0,Positive
cukup bagus,bagus,['bagus'],[5],5,Positive
"game bagus, game play bagus alur ga bikin ngantuk jos pokoknya mah",bagus play bagus alur tidak bikin ngantuk jos pokok mah,"['bagus', 'play', 'bagus', 'alur', 'tidak', 'bikin', 'ngantuk', 'jos', 'pokok', 'mah']","[5, 0, 5, -4, -5, 0, -2, 0, -3, 0]",-4,Negative
to much 18+ char pls change the rating,much char pls change the rating,"['much', 'char', 'pls', 'change', 'the', 'rating']","[0, 0, -3, 0, 0, 0]",-3,Negative
bagus bgt 10/10,bagus,['bagus'],[5],5,Positive
musik nya asik banget dah,musik asik deh,"['musik', 'asik', 'deh']","[2, 4, 0]",6,Positive
"bagus bgt game nya, dr semua game hoyo ini yg paling best lah power creep sejauh ini sehat, story best, charnya juga bagus bagus, bansos pa lagi lancar jaya. good buat developer ni game. minus nya ya mungkin device emang harus agak high buat mainin ni game biar ga lag😆😆",bagus hoyo best power creep sehat story best charnya bagus bagus bansos lancar jaya good developer minus device high mainin biar tidak lag,"['bagus', 'hoyo', 'best', 'power', 'creep', 'sehat', 'story', 'best', 'charnya', 'bagus', 'bagus', 'bansos', 'lancar', 'jaya', 'good', 'developer', 'minus', 'device', 'high', 'mainin', 'biar', 'tidak', 'lag']","[5, 0, 5, 0, 0, 1, 5, 5, 0, 5, 5, -1, -2, 4, 5, 0, -2, 0, 0, -2, -3, -5, -5]",20,Positive
kalah rate off terus,kalah rate off,"['kalah', 'rate', 'off']","[-4, -2, 0]",-6,Negative
"game sangat bagus,grafik,battle nya, char nya juga cakep cakep, bansos cukup banyak, sehat sehat game baik",bagusgrafikbattle char cakep cakep bansos sehat sehat,"['bagusgrafikbattle', 'char', 'cakep', 'cakep', 'bansos', 'sehat', 'sehat']","[0, 0, 1, 1, -1, 1, 1]",3,Positive
absolute cinema✋😮🤚,absolute cema,"['absolute', 'cema']","[0, -5]",-5,Negative
Tecara keseluruhan saya sangat puas. Tidak ada komentar. Semoga kedepannya bisa lebih baik.,tecara puas tidak komentar moga depan,"['tecara', 'puas', 'tidak', 'komentar', 'moga', 'depan']","[0, 3, -5, 0, 1, 0]",-1,Negative
game ter-asik,terasik,['terasik'],[0],0,Positive
"bring Back the tv mode please,i so Miss the feature :'(",bring back the tv mode pleasei sok miss the feature,"['bring', 'back', 'the', 'tv', 'mode', 'pleasei', 'sok', 'miss', 'the', 'feature']","[0, 0, 0, 0, 0, 0, 0, -4, 0, 0]",-4,Negative
absolute game,absolute,['absolute'],[0],0,Positive
sangat bagus,bagus,['bagus'],[5],5,Positive
"good game,but the game size is very large,30 GB cuma buat render susu🤣",good gamebut the size is very large gb render susu,"['good', 'gamebut', 'the', 'size', 'is', 'very', 'large', 'gb', 'render', 'susu']","[5, 0, 0, -3, 0, 0, 0, -3, 0, -4]",-5,Negative
Game Animasi Terbaik. Cocok Dimainkan Sepanjang Masa.,animasi baik cocok main,"['animasi', 'baik', 'cocok', 'main']","[0, 5, -3, -2]",0,Positive
Gila sih ini game. Mantap brutal,gila mantap brutal,"['gila', 'mantap', 'brutal']","[-5, 5, -5]",-5,Negative
ini adalah game terbaik,baik,['baik'],[5],5,Positive
gameplay hns dan grafik yg bagus cuma gacha karakter ampas,gameplay hns grafik bagus gacha karakter ampas,"['gameplay', 'hns', 'grafik', 'bagus', 'gacha', 'karakter', 'ampas']","[2, 0, 1, 5, -3, 0, -3]",2,Positive
game tercinta terbaik,cinta baik,"['cinta', 'baik']","[3, 5]",8,Positive
"server gagal masuk untuk hari ini,,",server gagal,"['server', 'gagal']","[0, -4]",-4,Negative
game terbaik lah 👍,baik,['baik'],[5],5,Positive
"Maaf B3 dulu. Entah kenapa pas sudah selesai download data, pas verifikasi datanya selalu force close di 72% tolong diperbaiki min. Kalau dah diperbaiki gw tambahin bintangnya",maaf pas selesai download data pas verifikasi data force close tolong baik min deh baik tambah bintang,"['maaf', 'pas', 'selesai', 'download', 'data', 'pas', 'verifikasi', 'data', 'force', 'close', 'tolong', 'baik', 'min', 'deh', 'baik', 'tambah', 'bintang']","[-2, 3, -2, -3, -3, 3, 0, -3, -3, -4, -2, 5, 0, 0, 5, 3, 0]",-3,Negative
"tamabahin fitur pengganti mc,dalam story min ^_^",tamabahin fitur ganti mcdalam story min,"['tamabahin', 'fitur', 'ganti', 'mcdalam', 'story', 'min']","[0, 0, -3, 0, 5, 0]",2,Positive
"gameplay ama ceritanya saya suka tapi tolong lebih optimizdkan gameplay soalnya masih sering patah patah saat main, jadi males main",gameplay cerita suka tolong optimizdkan gameplay patah patah malas,"['gameplay', 'cerita', 'suka', 'tolong', 'optimizdkan', 'gameplay', 'patah', 'patah', 'malas']","[2, -4, 3, -2, 0, 2, -4, -4, -4]",-11,Negative
nice game,nice,['nice'],[4],4,Positive
My favorite game and this game has many characters that i like,my favorite and this has many characters that like,"['my', 'favorite', 'and', 'this', 'has', 'many', 'characters', 'that', 'like']","[0, 4, 0, 0, 0, 0, 0, 0, 0]",4,Positive
Niceee,nice,['nice'],[4],4,Positive
Berattttt,berat,['berat'],[-4],-4,Negative
the best hoyoverse game i'v ever play,the best hoyoverse iv ever play,"['the', 'best', 'hoyoverse', 'iv', 'ever', 'play']","[0, 5, 0, 0, 0, 0]",5,Positive
Great Game,great,['great'],[3],3,Positive
peak,peak,['peak'],[0],0,Positive
"Game yg sangat Indah, Combat System yg imbang, seru, apalagi parry nya keren banget satisfying maennya, blom storynya yang Absolute Cinema parah keren lah, tapi tolong bagian dialogue antar karakter di jalanan di buat lebih menarik, kek ditambahin suaranya kek atau animasi lagi ngomong gitu😺✌🏻",indah combat system imbang seru parry keren satisfying maennya belum storynya absolute cema parah keren tolong dialogue karakter jalan tarik ditambahin suara animasi omong,"['indah', 'combat', 'system', 'imbang', 'seru', 'parry', 'keren', 'satisfying', 'maennya', 'belum', 'storynya', 'absolute', 'cema', 'parah', 'keren', 'tolong', 'dialogue', 'karakter', 'jalan', 'tarik', 'ditambahin', 'suara', 'animasi', 'omong']","[-2, 0, 0, -3, 5, 0, 5, 0, 0, -2, 0, 0, -5, -5, 5, -2, 0, 0, 0, 2, 0, -1, 0, -4]",-7,Negative
"saya suka game ini karna dada nya goyang goyang Ama bagian belakang nya, apalagi pake karakter kek Jane doe beh SEGAR 🐺🐺🐺🐺",suka dada goyang goyang pakai karakter jane doe beh segar,"['suka', 'dada', 'goyang', 'goyang', 'pakai', 'karakter', 'jane', 'doe', 'beh', 'segar']","[3, 0, -4, -4, 0, 0, 0, 0, 0, 4]",-1,Negative
Perry di zzz mantep bgt,perry mantap,"['perry', 'mantap']","[0, 5]",5,Positive
best,best,['best'],[5],5,Positive
W games 🥰😘😱🔥,games,['games'],[0],0,Positive
"saya yang main genshin dari 1.1 dan main hsr juga dari 2.0, merasa bahwa ZZZ walaupun baru tapi dia menawarkan hal yang sangat-sangat menguntungkan bagi player dibandingkan dua game hoyo yang tadi lebih dulu rilis, hal itu saya rasakan karena mudahnya grinding polychrome untuk gacha disini dan sistem build yang sangat mudah jika dibandingkan hsr dan genshin karena sangat mudah mendapatkan disk yang dibutuhkan. belum juga bansos tiap update nya mantep bener.. keep it up..",genshin hsr tawar sangatsangat untung player banding hoyo rilis rasa mudah grinding polychrome gacha sistem build mudah banding hsr genshin mudah disk butuh belum bansos update mantap keep up,"['genshin', 'hsr', 'tawar', 'sangatsangat', 'untung', 'player', 'banding', 'hoyo', 'rilis', 'rasa', 'mudah', 'grinding', 'polychrome', 'gacha', 'sistem', 'build', 'mudah', 'banding', 'hsr', 'genshin', 'mudah', 'disk', 'butuh', 'belum', 'bansos', 'update', 'mantap', 'keep', 'up']","[0, 0, -4, 0, -1, 0, -3, 0, 3, -2, -1, 0, 0, -3, -4, 0, -1, -3, 0, 0, -1, 0, -5, -2, -1, -5, 5, 0, 0]",-28,Negative
peak,peak,['peak'],[0],0,Positive
Jujur setelah pensi HSR. Dan dikasih story di luar Honkai. Jujur aku merasa lebih cocok dengan story di game ini. Dan aku hanya berharap terus konsisten membuat cerita dan game nya lebih hidup lagi kedepannya dan kalau bisa jangan kaitin story game ini dengan Lore atau Story Per Honkai an. Dan terus menjadi Zenless Zone Zero yang story nya di luar Honkai Universe. Dan jadilah teman kuliah dan kerja ku sampai game ini tamat dengan kualitas story yang bagus seperti Versi 1.4. I Love ZZZ 🫶🫶,jujur pensi hsr kasih story honkai jujur cocok story harap konsisten cerita hidup depan jangan kaitin story lore story honkai an zenless zone zero story honkai universe teman kuliah ku tamat kualitas story bagus versi love,"['jujur', 'pensi', 'hsr', 'kasih', 'story', 'honkai', 'jujur', 'cocok', 'story', 'harap', 'konsisten', 'cerita', 'hidup', 'depan', 'jangan', 'kaitin', 'story', 'lore', 'story', 'honkai', 'an', 'zenless', 'zone', 'zero', 'story', 'honkai', 'universe', 'teman', 'kuliah', 'ku', 'tamat', 'kualitas', 'story', 'bagus', 'versi', 'love']","[1, 0, 0, 1, 5, 0, 1, -3, 5, -3, 0, -4, -4, 0, -3, 0, 5, 0, 5, 0, 0, 0, 0, -3, 5, 0, 0, 0, -2, 0, -4, 4, 5, 5, 0, 5]",21,Positive
sugoii pengiriman super duper sangat cepat sekali hehe thanks,sugoii kirim super duper cepat hehe thanks,"['sugoii', 'kirim', 'super', 'duper', 'cepat', 'hehe', 'thanks']","[0, 2, -1, 0, -3, 0, 4]",2,Positive
good game I am helped by the presence of the Indonesian language I feel comfortable when I read the storyline,good helped by the presence of the indonesian language feel comfortable when read the storyline,"['good', 'helped', 'by', 'the', 'presence', 'of', 'the', 'indonesian', 'language', 'feel', 'comfortable', 'when', 'read', 'the', 'storyline']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,Positive
10 gb konten battle&story 30 gb boing boing 😋 canda😁 (gw suka game ini) gw beri rate ⭐5,gb konten battlestory gb boing boing canda suka rate,"['gb', 'konten', 'battlestory', 'gb', 'boing', 'boing', 'canda', 'suka', 'rate']","[-3, 0, 0, -3, 0, 0, -3, 3, -2]",-8,Negative
"game nya bagus pake banget, mau dari sisi penyampaian cerita, gameplay, grafik, animasi, bahkan sampai detail dari tiap karakter nya bener-bener udah bagus banget. tapi sayang karena hp ku yg emang udah ga sanggup, mau gamau terpaksa dihapus dulu gamenya untuk sementara",bagus pakai sisi sampai cerita gameplay grafik animasi detail karakter benerbener bagus sayang hp ku tidak sanggup tidak paksa hapus,"['bagus', 'pakai', 'sisi', 'sampai', 'cerita', 'gameplay', 'grafik', 'animasi', 'detail', 'karakter', 'benerbener', 'bagus', 'sayang', 'hp', 'ku', 'tidak', 'sanggup', 'tidak', 'paksa', 'hapus']","[5, 0, 0, -4, -4, 2, 1, 0, 2, 0, 0, 5, -3, 0, 0, -5, 2, -5, -4, -3]",-11,Negative
"terlalu banyak istilah baru di awal, kalo bisa sih dibikin lebih mudah lg buat player baru mahamin alur ceritanya. sejauh ini masih gapaham sama alur ceritanya😅",istilah bikin mudah player mahamin alur cerita gapaham alur cerita,"['istilah', 'bikin', 'mudah', 'player', 'mahamin', 'alur', 'cerita', 'gapaham', 'alur', 'cerita']","[0, 0, -1, 0, 0, -4, -4, -4, -4, -4]",-21,Negative
game bagus👍,bagus,['bagus'],[5],5,Positive
keren banyak tobrut dan lomli,keren tobrut lomli,"['keren', 'tobrut', 'lomli']","[5, 0, 0]",5,Positive
good,good,['good'],[5],5,Positive
4 Jempol,jempol,['jempol'],[4],4,Positive
"Secara keseluruhan udah hampir bagus, mulai dari Grafik, Voice Actor, Model Karakter, dan Performa udah paling bagus, terutama taktik marketing nya yang ramah f2p",bagus grafik voice actor model karakter performa bagus taktik marketing ramah fp,"['bagus', 'grafik', 'voice', 'actor', 'model', 'karakter', 'performa', 'bagus', 'taktik', 'marketing', 'ramah', 'fp']","[5, 1, 0, 0, 3, 0, -4, 5, 0, 0, 5, 0]",15,Positive
"slesai download yg bkn lg ukuran ringan,pas main mekanismenya terlalu RIBET💢 lngsung di buat kapok.",slesai download bikin ukur ringanpas mekanisme ribet kapok,"['slesai', 'download', 'bikin', 'ukur', 'ringanpas', 'mekanisme', 'ribet', 'kapok']","[0, -3, 0, 3, 0, 0, -4, -3]",-7,Negative
cukup seru untuk karakter nya,seru karakter,"['seru', 'karakter']","[5, 0]",5,Positive
to muach jiggle physics,muach jiggle physics,"['muach', 'jiggle', 'physics']","[0, 0, 0]",0,Positive
nyesel ga main dari 1.0🥲,sesal tidak,"['sesal', 'tidak']","[-4, -5]",-9,Negative
terimakasih game baik Zhu Yuan Saia M6,terimakasih zhu yuan saia,"['terimakasih', 'zhu', 'yuan', 'saia']","[5, 0, 0, 0]",5,Positive
banyakin fury,banyak fury,"['banyak', 'fury']","[-3, 0]",-3,Negative
"Bug masih banyak buat hp mid range,giliran gini aja pada bintang 4,klo ngasih komplain itu to the point sekalian ga ush nanggung,terus loading juga kelamaan,sekelas unity masa ga bisa,sayang banget nih fandom public enemy",bug hp mid rangegiliran bintang asih komplain the point tidak nanggungterus loading kelamaansekelas unity tidak bisasayang fandom public enemy,"['bug', 'hp', 'mid', 'rangegiliran', 'bintang', 'asih', 'komplain', 'the', 'point', 'tidak', 'nanggungterus', 'loading', 'kelamaansekelas', 'unity', 'tidak', 'bisasayang', 'fandom', 'public', 'enemy']","[-5, 0, 0, 0, 0, 1, 0, 0, 0, -5, 0, -3, 0, 0, -5, 0, 0, 0, 0]",-17,Negative
"Gamenya seru abis, storynya mantap, devnya suka mendengarkan keluhan para playernya terimakasih game baik.",seru habis storynya mantap devnya suka dengar keluh playernya terimakasih,"['seru', 'habis', 'storynya', 'mantap', 'devnya', 'suka', 'dengar', 'keluh', 'playernya', 'terimakasih']","[5, -3, 0, 5, 0, 3, 2, 0, 0, 5]",17,Positive
Kebanyakan character perempuan bikin boring,banyak character perempuan bikin boring,"['banyak', 'character', 'perempuan', 'bikin', 'boring']","[-3, 0, 0, 0, -3]",-6,Negative
"Dari segi visual, story, gameplay, event, dan konten sudah sangat bagus. mungkin bisa di tambahkan fitur ""dummy"" (dikarenakan fitur latihan koordinasi kurang efisien karena mudah musuh dikalahkan) saya rasa akan memudahkan player untuk berlatih kombo dan mengkalkulasi dps dari agen mereka.",segi visual story gameplay event konten bagus tambah fitur dummy fitur latih koordinasi kurang efisien mudah musuh kalah mudah player latih kombo kalkulasi dps agen,"['segi', 'visual', 'story', 'gameplay', 'event', 'konten', 'bagus', 'tambah', 'fitur', 'dummy', 'fitur', 'latih', 'koordinasi', 'kurang', 'efisien', 'mudah', 'musuh', 'kalah', 'mudah', 'player', 'latih', 'kombo', 'kalkulasi', 'dps', 'agen']","[-4, 4, 5, 2, 0, 0, 5, 3, 0, 0, 0, -2, 1, -4, 4, -1, -4, -4, -1, 0, -2, 0, 0, 0, -3]",-1,Negative
